GenomeID	Entry	Entry name	Status	Protein names	Gene names	Length	Proteomes
YJL149W	P47005	DAS1_YEAST	reviewed	F-box protein DAS1 (DST1-delta 6-azauracil sensitivity protein 1)	DAS1 YJL149W J0634	663	UP000002311: Chromosome X
YJL154C	P34110	VPS35_YEAST	reviewed	Vacuolar protein sorting-associated protein 35 (Vacuolar protein-targeting protein 7)	VPS35 VPT7 YJL154C J0580	944	UP000002311: Chromosome X
YJL157C	P21268	FAR1_YEAST	reviewed	Cyclin-dependent kinase inhibitor FAR1 (CKI FAR1) (Factor arrest protein)	FAR1 YJL157C J0565	830	UP000002311: Chromosome X
YJL164C	P06244	KAPA_YEAST	reviewed	cAMP-dependent protein kinase type 1 (PKA 1) (EC 2.7.11.11) (CDC25-suppressing protein kinase) (PK-25)	TPK1 PKA1 SRA3 YJL164C J0541	397	UP000002311: Chromosome X
YJL166W	P08525	QCR8_YEAST	reviewed	Cytochrome b-c1 complex subunit 8, mitochondrial (Complex III subunit 8) (Complex III subunit VII) (Ubiquinol-cytochrome c oxidoreductase subunit 8) (Ubiquinol-cytochrome c reductase complex 11 kDa protein) (Ubiquinone-binding protein QP-C)	QCR8 YJL166W J0526	94	UP000002311: Chromosome X
YJL173C	P26755	RFA3_YEAST	reviewed	Replication factor A protein 3 (RF-A) (Replication protein A 13 kDa subunit)	RFA3 YJL173C J0506	122	UP000002311: Chromosome X
YJL176C	P32591	SWI3_YEAST	reviewed	SWI/SNF complex subunit SWI3 (Transcription factor TYE2) (Transcription regulatory protein SWI3)	SWI3 TYE2 YJL176C J0495	825	UP000002311: Chromosome X
YJL187C	P32944	SWE1_YEAST	reviewed	Mitosis inhibitor protein kinase SWE1 (EC 2.7.11.1) (Wee1 homolog)	SWE1 YJL187C J0406	819	UP000002311: Chromosome X
YJL190C	P0C0W1	RS22A_YEAST	reviewed	40S ribosomal protein S22-A (RP50) (S24) (Small ribosomal subunit protein uS8-A) (YP58) (YS22)	RPS22A RPS24 RPS24A YJL190C J0355	130	UP000002311: Chromosome X
YJL194W	P09119	CDC6_YEAST	reviewed	Cell division control protein 6	CDC6 YJL194W J0347	513	UP000002311: Chromosome X
YJL203W	P32524	PRP21_YEAST	reviewed	Pre-mRNA-splicing factor PRP21	PRP21 SPP91 YJL203W J0322	280	UP000002311: Chromosome X
YJL204C	P39531	RCY1_YEAST	reviewed	Recyclin-1	RCY1 YJL204C J0318 J0320	840	UP000002311: Chromosome X
YJR005W	P27351	AP2B_YEAST	reviewed	AP-2 complex subunit beta (Beta-2-adaptin) (Beta-adaptin) (Clathrin assembly protein complex 2 beta large chain) (Clathrin assembly protein large beta chain)	APL1 YAP80 YJR005W J1422	700	UP000002311: Chromosome X
YJR006W	P46957	DPOD2_YEAST	reviewed	DNA polymerase delta small subunit (EC 2.7.7.7) (Hydroxyurea-sensitive protein 2)	POL31 HUS2 HYS2 SDP5 YJR006W J1427 YJR83.7	487	UP000002311: Chromosome X
YJR007W	P20459	IF2A_YEAST	reviewed	Eukaryotic translation initiation factor 2 subunit alpha (eIF-2-alpha)	SUI2 TIF211 YJR007W J1429	304	UP000002311: Chromosome X
YJR022W	P47093	LSM8_YEAST	reviewed	U6 snRNA-associated Sm-like protein LSm8	LSM8 YJR022W J1464 YJR83.16	109	UP000002311: Chromosome X
YJR032W	P47103	CYP7_YEAST	reviewed	Peptidyl-prolyl cis-trans isomerase CYP7 (PPIase CYP7) (EC 5.2.1.8) (Rotamase CYP7)	CPR7 YJR032W J1585	393	UP000002311: Chromosome X
YJR033C	P47104	RAV1_YEAST	reviewed	Regulator of V-ATPase in vacuolar membrane protein 1 (Suppression of the onset of impotence protein 3)	RAV1 SOI3 YJR033C J1590	1357	UP000002311: Chromosome X
YJR043C	P47110	DPOD3_YEAST	reviewed	DNA polymerase delta subunit 3	POL32 YJR043C J1626	350	UP000002311: Chromosome X
YJR045C	P0CS90	HSP77_YEAST	reviewed	Heat shock protein SSC1, mitochondrial (Endonuclease SceI 75 kDa subunit) (Endo.SceI 75 kDa subunit) (mtHSP70)	SSC1 ENS1 YJR045C J1639	654	UP000002311: Chromosome X
YJR047C	P19211	IF5A2_YEAST	reviewed	Eukaryotic translation initiation factor 5A-2 (eIF-5A-2) (Anaerobically induced protein 1) (Hypusine-containing protein HP1) (eIF-4D)	ANB1 HYP1 TIF51B YJR047C J1651	157	UP000002311: Chromosome X
YJR048W	P00044	CYC1_YEAST	reviewed	Cytochrome c isoform 1 (Iso-1-cytochrome c) (Cytochrome c aerobic isoform)	CYC1 YJR048W J1653	109	UP000002311: Chromosome X
YJR050W	P21374	ISY1_YEAST	reviewed	Pre-mRNA-splicing factor ISY1 (Interactor of SYF1) (PRP19-associated complex protein 30)	ISY1 NTC30 UTR3 YJR050W J1657	235	UP000002311: Chromosome X
YJR052W	P06779	RAD7_YEAST	reviewed	DNA repair protein RAD7	RAD7 YJR052W J1665	565	UP000002311: Chromosome X
YJR053W	P47113	BFA1_YEAST	reviewed	Mitotic check point protein BFA1 (Cell cycle arrest protein BFA1)	BFA1 YJR053W J1667	574	UP000002311: Chromosome X
YJR058C	Q00381	AP2S_YEAST	reviewed	AP-2 complex subunit sigma (Adaptin small chain) (Clathrin assembly protein 2 sigma small chain) (Clathrin coat assembly protein AP17) (Clathrin coat-associated protein AP17) (Plasma membrane adaptor AP-2 17 kDa protein) (Sigma2-adaptin)	APS2 YAP17 YJR058C J1720	147	UP000002311: Chromosome X
YJR060W	P17106	CBF1_YEAST	reviewed	Centromere-binding protein 1 (CBP-1) (Centromere promoter factor 1) (Centromere-binding factor 1)	CBF1 CEP1 CP1 CPF1 YJR060W J1730	351	UP000002311: Chromosome X
YJR063W	P32529	RPA12_YEAST	reviewed	DNA-directed RNA polymerase I subunit RPA12 (A12) (A12.2) (DNA-directed RNA polymerase I 13.7 kDa polypeptide)	RPA12 RRN4 YJR063W J1747	125	UP000002311: Chromosome X
YJR065C	P47117	ARP3_YEAST	reviewed	Actin-related protein 3 (Actin-like protein ARP3) (Actin-like protein 3)	ARP3 ACT4 YJR065C J1760	449	UP000002311: Chromosome X
YJR066W	P35169	TOR1_YEAST	reviewed	Serine/threonine-protein kinase TOR1 (EC 2.7.11.1) (Dominant rapamycin resistance protein 1) (Phosphatidylinositol kinase homolog TOR1) (Target of rapamycin kinase 1)	TOR1 DRR1 YJR066W J1803	2470	UP000002311: Chromosome X
YJR068W	P40348	RFC2_YEAST	reviewed	Replication factor C subunit 2 (Replication factor C2) (Activator 1 41 kDa subunit)	RFC2 YJR068W J1808	353	UP000002311: Chromosome X
YJR075W	P47124	HOC1_YEAST	reviewed	Putative glycosyltransferase HOC1 (EC 2.4.-.-) (M-Pol II subunit Hoc1p) (Mannan polymerase II complex HOC1 subunit)	HOC1 YJR075W J1830	396	UP000002311: Chromosome X
YJR076C	P32458	CDC11_YEAST	reviewed	Cell division control protein 11	CDC11 PSL9 YJR076C J1833	415	UP000002311: Chromosome X
YJR083C	P47129	ACF4_YEAST	reviewed	Assembly-complementing factor 4	ACF4 YJR083C J1857	309	UP000002311: Chromosome X
YJR086W	P18852	GBG_YEAST	reviewed	Guanine nucleotide-binding protein subunit gamma	STE18 YJR086W J1866	110	UP000002311: Chromosome X
YJR090C	P24814	GRR1_YEAST	reviewed	SCF E3 ubiquitin ligase complex F-box protein GRR1 (F-box and leucine-rich repeat protein GRR1) (F-box/LRR-repeat protein GRR1)	GRR1 CAT80 COT2 YJR090C J1885	1151	UP000002311: Chromosome X
YJR093C	P45976	FIP1_YEAST	reviewed	Pre-mRNA polyadenylation factor FIP1	FIP1 YJR093C J1911	327	UP000002311: Chromosome X
YJR094C	P21190	IME1_YEAST	reviewed	Meiosis-inducing protein 1	IME1 YJR094C J1916	360	UP000002311: Chromosome X
YJR102C	P47142	VPS25_YEAST	reviewed	Vacuolar protein-sorting-associated protein 25 (ESCRT-II complex subunit VPS25)	VPS25 VPT25 YJR102C J1957	202	UP000002311: Chromosome X
YJR104C	P00445	SODC_YEAST	reviewed	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	SOD1 YJR104C J1968	154	UP000002311: Chromosome X
YJR109C	P03965	CARB_YEAST	reviewed	Carbamoyl-phosphate synthase arginine-specific large chain (EC 6.3.5.5) (Arginine-specific carbamoyl-phosphate synthetase, ammonia chain)	CPA2 YJR109C J2002	1118	UP000002311: Chromosome X
YJR123W	P26783	RS5_YEAST	reviewed	40S ribosomal protein S5 (RP14) (S2) (Small ribosomal subunit protein uS7) (YS8)	RPS5 RPS2 YJR123W J2045	225	UP000002311: Chromosome X
YJR135C	P47167	CENPK_YEAST	reviewed	Inner kinetochore subunit MCM22 (CENP-K homolog) (Constitutive centromere-associated network protein MCM22) (Minichromosome maintenance protein 22)	MCM22 YJR135C J2122	239	UP000002311: Chromosome X
YKL007W	P28495	CAPZA_YEAST	reviewed	F-actin-capping protein subunit alpha	CAP1 YKL007W YKL155	268	UP000002311: Chromosome XI
YKL008C	P28496	LAC1_YEAST	reviewed	Ceramide synthase LAC1 (EC 2.3.1.-) (Sphingosine N-acyltransferase LAC1) (EC 2.3.1.24)	LAC1 DGT1 YKL008C YKL156	418	UP000002311: Chromosome XI
YKL019W	P29703	FNTA_YEAST	reviewed	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha (EC 2.5.1.58) (EC 2.5.1.59) (CAAX farnesyltransferase subunit alpha) (FTase-alpha) (Ras proteins prenyltransferase subunit alpha) (Type I protein geranyl-geranyltransferase subunit alpha) (GGTase-I-alpha)	RAM2 YKL019W	316	UP000002311: Chromosome XI
YKL025C	P36102	PAN3_YEAST	reviewed	PAN2-PAN3 deadenylation complex subunit PAN3 (PAB1P-dependent poly(A)-specific ribonuclease) (Poly(A)-nuclease deadenylation complex subunit 3) (PAN deadenylation complex subunit 3)	PAN3 ECM35 YKL025C	679	UP000002311: Chromosome XI
YKL028W	P36100	T2EA_YEAST	reviewed	Transcription initiation factor IIE subunit alpha (TFIIE-alpha) (Factor A 66 kDa subunit) (Transcription factor A large subunit)	TFA1 YKL028W	482	UP000002311: Chromosome XI
YKL041W	P36095	VPS24_YEAST	reviewed	Vacuolar protein-sorting-associated protein 24 (DOA4-independent degradation protein 3) (ESCRT-III complex subunit VPS24)	VPS24 DID3 YKL041W YKL254	224	UP000002311: Chromosome XI
YKL042W	P36094	SPC42_YEAST	reviewed	Spindle pole body component SPC42	SPC42 YKL042W YKL255	363	UP000002311: Chromosome XI
YKL045W	P20457	PRI2_YEAST	reviewed	DNA primase large subunit (DNA polymerase alpha:primase complex p58 subunit) (DNA polymerase-primase complex p58 subunit) (Pol alpha-primase complex p58 subunit) (DNA primase 58 kDa subunit)	PRI2 YKL045W YKL258	528	UP000002311: Chromosome XI
YKL052C	P35734	ASK1_YEAST	reviewed	DASH complex subunit ASK1 (Associated with spindles and kinetochores protein 1) (Outer kinetochore protein ASK1)	ASK1 YKL052C YKL306	292	UP000002311: Chromosome XI
YKL058W	P32774	T2AG_YEAST	reviewed	Transcription initiation factor IIA subunit 2 (General transcription factor IIA subunit 2) (TFIIA 13.5 kDa subunit) (Transcription initiation factor IIA small chain) (Transcription initiation factor IIA small subunit)	TOA2 YKL058W	122	UP000002311: Chromosome XI
YKL068W	Q02629	NU100_YEAST	reviewed	Nucleoporin NUP100/NSP100 (Nuclear pore protein NUP100/NSP100)	NUP100 NSP100 YKL068W YKL336	959	UP000002311: Chromosome XI
YKL074C	P36084	MUD2_YEAST	reviewed	Splicing factor MUD2	MUD2 YKL074C YKL358	527	UP000002311: Chromosome XI
YKL082C	P36080	RRP14_YEAST	reviewed	Ribosomal RNA-processing protein 14 (Ribosome biogenesis protein RRP14)	RRP14 YKL082C	434	UP000002311: Chromosome XI
YKL086W	P36077	SRX1_YEAST	reviewed	Sulfiredoxin (EC 1.8.98.2) (Sulphiredoxin)	SRX1 YKL086W	127	UP000002311: Chromosome XI
YKL090W	P36075	CUE2_YEAST	reviewed	Ubiquitin-binding protein CUE2 (Coupling of ubiquitin conjugation to ER degradation protein 2)	CUE2 YKL090W	443	UP000002311: Chromosome XI
YKL101W	P34244	HSL1_YEAST	reviewed	Probable serine/threonine-protein kinase HSL1 (EC 2.7.11.1)	HSL1 YKL101W YKL453	1518	UP000002311: Chromosome XI
YKL108W	P34252	SLD2_YEAST	reviewed	DNA replication regulator SLD2 (DNA replication and checkpoint protein 1)	SLD2 DRC1 YKL108W YKL463	453	UP000002311: Chromosome XI
YKL109W	P14064	HAP4_YEAST	reviewed	Transcriptional activator HAP4	HAP4 YKL109W YKL465	554	UP000002311: Chromosome XI
YKL113C	P26793	FEN1_YEAST	reviewed	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (Flap structure-specific endonuclease 1) (RAD2 homolog nuclease 1) (RTH1 nuclease) (Structure-specific endonuclease RAD27)	RAD27 FEN1 RTH1 YKL113C YKL510	382	UP000002311: Chromosome XI
YKL117W	P28707	SBA1_YEAST	reviewed	Co-chaperone protein SBA1	SBA1 YKL117W YKL518	216	UP000002311: Chromosome XI
YKL129C	P36006	MYO3_YEAST	reviewed	Myosin-3 (Actin-dependent myosin-I MYO3) (Class I unconventional myosin MYO3) (Type I myosin MYO3)	MYO3 YKL129C	1272	UP000002311: Chromosome XI
YKL130C	P36068	SHE2_YEAST	reviewed	SWI5-dependent HO expression protein 2	SHE2 YKL130C	246	UP000002311: Chromosome XI
YKL135C	P36000	AP1B1_YEAST	reviewed	AP-1 complex subunit beta-1 (Beta-1-adaptin) (Clathrin assembly protein complex 1 beta-1 large chain) (Clathrin assembly protein large beta-1 chain)	APL2 YKL135C	726	UP000002311: Chromosome XI
YKL139W	Q03957	CTK1_YEAST	reviewed	CTD kinase subunit alpha (CTDK-I subunit alpha) (EC 2.7.11.23) (CTD kinase 58 kDa subunit) (CTD kinase subunit 1)	CTK1 YKL139W	528	UP000002311: Chromosome XI
YKL141W	P33421	SDH3_YEAST	reviewed	Succinate dehydrogenase [ubiquinone] cytochrome b subunit, mitochondrial	SDH3 CYB3 YKL141W YKL4	198	UP000002311: Chromosome XI
YKL145W	P33299	PRS7_YEAST	reviewed	26S proteasome regulatory subunit 7 homolog (Protein CIM5) (Tat-binding homolog 3)	RPT1 CIM5 YTA3 YKL145W	467	UP000002311: Chromosome XI
YKL148C	Q00711	SDHA_YEAST	reviewed	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (FP)	SDH1 SDHA YKL148C YKL602	640	UP000002311: Chromosome XI
YKL154W	P36057	SRPB_YEAST	reviewed	Signal recognition particle receptor subunit beta (SR-beta)	SRP102 YKL154W YKL609	244	UP000002311: Chromosome XI
YKL166C	P05986	KAPC_YEAST	reviewed	cAMP-dependent protein kinase type 3 (PKA 3) (EC 2.7.11.11)	TPK3 PKA3 YKL166C YKL630	398	UP000002311: Chromosome XI
YKL180W	P05740	RL17A_YEAST	reviewed	60S ribosomal protein L17-A (L20A) (Large ribosomal subunit protein uL22-A) (YL17)	RPL17A RPL17 RPL20A YKL180W	184	UP000002311: Chromosome XI
YKL182W	P07149	FAS1_YEAST	reviewed	Fatty acid synthase subunit beta (EC 2.3.1.86) [Includes: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9); [Acyl-carrier-protein] acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] malonyltransferase (EC 2.3.1.39); S-acyl fatty acid synthase thioesterase (EC 3.1.2.14)]	FAS1 YKL182W	2051	UP000002311: Chromosome XI
YKL186C	P34232	MTR2_YEAST	reviewed	mRNA transport regulator MTR2	MTR2 YKL186C	184	UP000002311: Chromosome XI
YKL190W	P25296	CANB_YEAST	reviewed	Calcineurin subunit B (Calcineurin regulatory subunit) (Protein phosphatase 2B regulatory subunit)	CNB1 YCN2 YCNB YKL190W	175	UP000002311: Chromosome XI
YKL196C	P36015	YKT6_YEAST	reviewed	Synaptobrevin homolog YKT6 (EC 2.3.1.-)	YKT6 YKL196C	200	UP000002311: Chromosome XI
YKL203C	P32600	TOR2_YEAST	reviewed	Serine/threonine-protein kinase TOR2 (EC 2.7.1.67) (EC 2.7.11.1) (Dominant rapamycin resistance protein 2) (Phosphatidylinositol 4-kinase TOR2) (PI4-kinase TOR2) (PI4K TOR2) (PtdIns-4-kinase TOR2) (Target of rapamycin kinase 2) (Temperature-sensitive CSG2 suppressor protein 14)	TOR2 DRR2 TSC14 YKL203C	2474	UP000002311: Chromosome XI
YKL211C	P00937	TRPG_YEAST	reviewed	Multifunctional tryptophan biosynthesis protein [Includes: Anthranilate synthase component 2 (AS) (EC 4.1.3.27) (Anthranilate synthase, glutamine amidotransferase component); Indole-3-glycerol phosphate synthase (EC 4.1.1.48) (PRAI)]	TRP3 YKL211C	484	UP000002311: Chromosome XI
YKL214C	P36036	YRA2_YEAST	reviewed	RNA annealing protein YRA2	YRA2 YKL214C	203	UP000002311: Chromosome XI
YKR002W	P29468	PAP_YEAST	reviewed	Poly(A) polymerase (PAP) (EC 2.7.7.19) (Polynucleotide adenylyltransferase)	PAP1 YKR002W	568	UP000002311: Chromosome XI
YKR007W	Q02205	MEH1_YEAST	reviewed	Protein MEH1 (EGO complex subunit 1) (GSE complex subunit 2)	MEH1 EGO1 GSE2 YKR007W YK106	184	UP000002311: Chromosome XI
YKR025W	P36121	RPC5_YEAST	reviewed	DNA-directed RNA polymerase III subunit RPC5 (RNA polymerase III subunit C5) (DNA-directed RNA polymerase III 37 kDa polypeptide) (RNA polymerase III subunit C37)	RPC37 YKR025W	282	UP000002311: Chromosome XI
YKR027W	P36122	BCH2_YEAST	reviewed	Protein BCH2 (BUD7 and CHS6 homolog 2)	BCH2 FMP50 YKR027W	765	UP000002311: Chromosome XI
YKR037C	P36131	SPC34_YEAST	reviewed	DASH complex subunit SPC34 (34 kDa spindle pole component protein) (Outer kinetochore protein SPC34)	SPC34 YKR037C	295	UP000002311: Chromosome XI
YKR048C	P25293	NAP1_YEAST	reviewed	Nucleosome assembly protein	NAP1 YKR048C	417	UP000002311: Chromosome XI
YKR062W	P36145	T2EB_YEAST	reviewed	Transcription initiation factor IIE subunit beta (TFIIE-beta) (Factor A 43 kDa subunit) (Transcription factor A small subunit)	TFA2 YKR062W	328	UP000002311: Chromosome XI
YKR066C	P00431	CCPR_YEAST	reviewed	Cytochrome c peroxidase, mitochondrial (CCP) (EC 1.11.1.5)	CCP1 CCP CPO YKR066C	361	UP000002311: Chromosome XI
YKR068C	P36149	BET3_YEAST	reviewed	Trafficking protein particle complex subunit BET3 (TRAPP subunit BET3) (Transport protein particle 22 kDa subunit)	BET3 YKR068C	193	UP000002311: Chromosome XI
YKR083C	P36162	DAD2_YEAST	reviewed	DASH complex subunit DAD2 (DUO1 and DAM1-interacting protein 2) (Helper of ASK1 protein 1) (Outer kinetochore protein DAD2)	DAD2 HSK1 YKR083C YKR403	133	UP000002311: Chromosome XI
YKR094C	P0CH09	RL40B_YEAST	reviewed	Ubiquitin-60S ribosomal protein L40 [Cleaved into: Ubiquitin; 60S ribosomal protein L40-B (CEP52) (Large ribosomal subunit protein eL40-B)]	RPL40B UBI2 YKR094C	128	UP000002311: Chromosome XI
YKR095W	Q02455	MLP1_YEAST	reviewed	Protein MLP1 (Myosin-like protein 1)	MLP1 YKR095W YKR415	1875	UP000002311: Chromosome XI
YKR099W	P22035	BAS1_YEAST	reviewed	Myb-like DNA-binding protein BAS1	BAS1 YKR099W	811	UP000002311: Chromosome XI
YKR101W	P21691	SIR1_YEAST	reviewed	Regulatory protein SIR1 (Heterochromatin protein SIR1) (Silent information regulator 1)	SIR1 YKR101W	654	UP000002311: Chromosome XI
YLL004W	P54790	ORC3_YEAST	reviewed	Origin recognition complex subunit 3 (Origin recognition complex 62 kDa subunit)	ORC3 OAF1 OIF1 YLL004W L1365	616	UP000002311: Chromosome XII
YLL016W	P0CF34	YL016_YEAST	reviewed	Putative truncated guanine nucleotide exchange factor SDC25	SDC25 SCD25 YLL016W L1309	1048	
YLL024C	P10592	HSP72_YEAST	reviewed	Heat shock protein SSA2	SSA2 YLL024C L0931	639	UP000002311: Chromosome XII
YLL026W	P31539	HS104_YEAST	reviewed	Heat shock protein 104 (Protein aggregation-remodeling factor HSP104)	HSP104 YLL026W L0948	908	UP000002311: Chromosome XII
YLL036C	P32523	PRP19_YEAST	reviewed	Pre-mRNA-processing factor 19 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase PRP19)	PRP19 PSO4 YLL036C	503	UP000002311: Chromosome XII
YLL039C	P0CG63	UBI4P_YEAST	reviewed	Polyubiquitin [Cleaved into: Ubiquitin]	UBI4 SCD2 YLL039C	381	UP000002311: Chromosome XII
YLL041C	P21801	SDHB_YEAST	reviewed	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip)	SDH2 SDH SDHB YLL041C	266	UP000002311: Chromosome XII
YLL045C	P29453	RL8B_YEAST	reviewed	60S ribosomal protein L8-B (L4) (L4-1) (Large ribosomal subunit protein eL8-B) (RP6) (YL5)	RPL8B KRB1 RPL4B YLL045C	256	UP000002311: Chromosome XII
YLL050C	Q03048	COFI_YEAST	reviewed	Cofilin (Actin-depolymerizing factor 1)	COF1 YLL050C L0596	143	UP000002311: Chromosome XII
YLR006C	Q07084	SSK1_YEAST	reviewed	Osmolarity two-component system protein SSK1	SSK1 YLR006C	712	UP000002311: Chromosome XII
YLR007W	Q07913	NSE1_YEAST	reviewed	Non-structural maintenance of chromosomes element 1 (Non-SMC element 1) (EC 2.3.2.27)	NSE1 YLR007W	336	UP000002311: Chromosome XII
YLR014C	P07272	PPR1_YEAST	reviewed	Pyrimidine pathway regulatory protein 1	PPR1 YLR014C	904	UP000002311: Chromosome XII
YLR025W	P39929	SNF7_YEAST	reviewed	Vacuolar-sorting protein SNF7 (DOA4-independent degradation protein 1) (Sucrose nonfermenting protein 7) (Vacuolar protein-sorting-associated protein 32)	SNF7 DID1 VPS32 YLR025W	240	UP000002311: Chromosome XII
YLR026C	Q01590	SED5_YEAST	reviewed	Integral membrane protein SED5	SED5 YLR026C	340	UP000002311: Chromosome XII
YLR029C	P05748	RL15A_YEAST	reviewed	60S ribosomal protein L15-A (L13) (Large ribosomal subunit protein eL15-A) (RP15R) (YL10) (YP18)	RPL15A RPL10A RPL13A YL10A YLR029C	204	UP000002311: Chromosome XII
YLR045C	P46675	STU2_YEAST	reviewed	Protein STU2 (Suppressor of tubulin 2)	STU2 YLR045C L2108	888	UP000002311: Chromosome XII
YLR048W	P46654	RSSA2_YEAST	reviewed	40S ribosomal protein S0-B (Nucleic acid-binding protein NAB1B) (Small ribosomal subunit protein uS2-B)	RPS0B NAB1B NAB4 YST2 YLR048W L2118	252	UP000002311: Chromosome XII
YLR060W	P15624	SYFB_YEAST	reviewed	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	FRS1 YLR060W L2165	595	UP000002311: Chromosome XII
YLR075W	P41805	RL10_YEAST	reviewed	60S ribosomal protein L10 (L9) (Large ribosomal subunit protein uL16) (Ubiquinol-cytochrome C reductase complex subunit VI-requiring protein)	RPL10 GRC5 QSR1 YLR075W	221	UP000002311: Chromosome XII
YLR079W	P38634	SIC1_YEAST	reviewed	Protein SIC1 (CDK inhibitor p40)	SIC1 SDB25 YLR079W L9449.8	284	UP000002311: Chromosome XII
YLR086W	Q12267	SMC4_YEAST	reviewed	Structural maintenance of chromosomes protein 4	SMC4 YLR086W L9449.5	1418	UP000002311: Chromosome XII
YLR093C	Q12255	NYV1_YEAST	reviewed	Vacuolar v-SNARE NYV1 (R-SNARE NYV1) (New v-SNARE 1) (Synaptobrevin NYV1)	NYV1 MAM2 YLR093C	253	UP000002311: Chromosome XII
YLR097C	Q12347	HRT3_YEAST	reviewed	F-box protein HRT3 (High level expression reduces Ty3 transposition protein 3)	HRT3 YLR097C	344	UP000002311: Chromosome XII
YLR100W	Q12452	ERG27_YEAST	reviewed	3-keto-steroid reductase (EC 1.1.1.270)	ERG27 YLR100W	347	UP000002311: Chromosome XII
YLR113W	P32485	HOG1_YEAST	reviewed	Mitogen-activated protein kinase HOG1 (MAP kinase HOG1) (EC 2.7.11.24) (High osmolarity glycerol response protein 1)	HOG1 SSK3 YLR113W L2931 L9354.2	435	UP000002311: Chromosome XII
YLR115W	Q12102	CFT2_YEAST	reviewed	Cleavage factor two protein 2 (105 kDa protein associated with polyadenylation factor I)	CFT2 YDH1 YLR115W L2946	859	UP000002311: Chromosome XII
YLR116W	Q12186	BBP_YEAST	reviewed	Branchpoint-bridging protein (Mud synthetic-lethal 5 protein) (Splicing factor 1) (Zinc finger protein BBP)	MSL5 BBP SF1 YLR116W L2949	476	UP000002311: Chromosome XII
YLR117C	Q12309	CLF1_YEAST	reviewed	Pre-mRNA-splicing factor CLF1 (Crooked neck-like factor 1) (PRP19-associated complex protein 77) (Synthetic lethal with CDC40 protein 3)	CLF1 NTC77 SYF3 YLR117C L2952	687	UP000002311: Chromosome XII
YLR141W	Q02983	RRN5_YEAST	reviewed	RNA polymerase I-specific transcription initiation factor RRN5	RRN5 YLR141W L3165 L9606.3	363	UP000002311: Chromosome XII
YLR144C	Q12168	ENG2_YEAST	reviewed	Endo-1,3(4)-beta-glucanase 2 (Endo-1,3-beta-glucanase 2) (Endo-1,4-beta-glucanase 2) (EC 3.2.1.6) (Laminarinase-2)	ACF2 ENG2 PCA1 YLR144C L3180	779	UP000002311: Chromosome XII
YLR147C	P43321	SMD3_YEAST	reviewed	Small nuclear ribonucleoprotein Sm D3 (Sm-D3) (snRNP core protein D3)	SMD3 YLR147C L9634.6	101	UP000002311: Chromosome XII
YLR148W	P27801	PEP3_YEAST	reviewed	Vacuolar membrane protein PEP3 (Carboxypeptidase Y-deficient protein 3) (Vacuolar morphogenesis protein 8) (Vacuolar protein sorting-associated protein 18) (Vacuolar protein-targeting protein 18)	PEP3 VAM8 VPS18 VPT18 YLR148W L9634.2	918	UP000002311: Chromosome XII
YLR163C	P10507	MPPB_YEAST	reviewed	Mitochondrial-processing peptidase subunit beta (EC 3.4.24.64) (Beta-MPP) (Mitochondrial assembly protein 1) (Processing enhancing protein) (PEP)	MAS1 MIF1 YLR163C L9632.10	462	UP000002311: Chromosome XII
YLR166C	Q06245	SEC10_YEAST	reviewed	Exocyst complex component SEC10	SEC10 YLR166C L9362.12	871	UP000002311: Chromosome XII
YLR167W	P05759	RS31_YEAST	reviewed	Ubiquitin-40S ribosomal protein S31 [Cleaved into: Ubiquitin; 40S ribosomal protein S31 (CEP76) (S37) (Small ribosomal subunit protein eS31) (YS24)]	RPS31 RPS37 UBI3 YLR167W L9470.14	152	UP000002311: Chromosome XII
YLR170C	P35181	AP1S1_YEAST	reviewed	AP-1 complex subunit sigma-1 (Clathrin assembly protein complex 1 sigma-1 small chain) (Clathrin coat assembly protein AP19) (Clathrin coat-associated protein AP19) (Golgi adaptor AP-1 19 kDa adaptin) (HA1 19 kDa subunit) (Sigma1-adaptin)	APS1 YAP19 YLR170C L9470.16	156	UP000002311: Chromosome XII
YLR175W	P33322	CBF5_YEAST	reviewed	H/ACA ribonucleoprotein complex subunit CBF5 (EC 5.4.99.-) (Centromere-binding factor 5) (Centromere/microtubule-binding protein CBF5) (H/ACA snoRNP protein CBF5) (Small nucleolar RNP protein CBF5) (p64')	CBF5 YLR175W L9470.11	483	UP000002311: Chromosome XII
