GenomeID	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
YGR261C	P46682	AP3B_YEAST	reviewed	AP-3 complex subunit beta (Adaptor-related protein complex 3 subunit beta) (Beta-3-adaptin) (Clathrin assembly protein complex 3 beta large chain) (Clathrin assembly protein large beta chain)	APL6 YKS5 YGR261C G9331	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	809
YGR262C	P53323	BUD32_YEAST	reviewed	EKC/KEOPS complex subunit BUD32 (EC 3.6.-.-) (Atypical serine/threonine protein kinase BUD32) (EC 2.7.11.1) (Bud site selection protein 32) (Low-dye-binding protein 14) (piD261)	BUD32 LDB14 YGR262C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	261
YGR263C	P53324	SAY1_YEAST	reviewed	Steryl acetyl hydrolase 1 (EC 3.1.1.-)	SAY1 YGR263C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	424
YGR267C	P51601	GCH1_YEAST	reviewed	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I)	FOL2 YGR267C G9349	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	243
YGR268C	P40325	HUA1_YEAST	reviewed	Proline-rich protein HUA1	HUA1 YGR268C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	198
YGR269W	P40326	YG5N_YEAST	reviewed	Uncharacterized protein YGR269W	YGR269W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	108
YGR278W	P53333	CWC22_YEAST	reviewed	Pre-mRNA-splicing factor CWC22 (Complexed with CEF1 protein 22)	CWC22 YGR278W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	577
YGR284C	P53337	ERV29_YEAST	reviewed	ER-derived vesicles protein ERV29	ERV29 YGR284C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	310
YGR286C	P32451	BIOB_YEAST	reviewed	Biotin synthase, mitochondrial (EC 2.8.1.6)	BIO2 YGR286C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	375
YGR294W	P53343	PAU12_YEAST	reviewed	Seripauperin-12	PAU12 YGR294W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	120
YHL002W	P38753	HSE1_YEAST	reviewed	Class E vacuolar protein-sorting machinery protein HSE1	HSE1 YHL002W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	452
YHL003C	P38703	LAG1_YEAST	reviewed	Ceramide synthase LAG1 (EC 2.3.1.-) (Longevity assurance factor 1) (Longevity assurance gene 1 protein) (Longevity assurance protein 1) (Sphingosine N-acyltransferase LAG1) (EC 2.3.1.24)	LAG1 YHL003C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	411
YHL004W	P32902	RT04_YEAST	reviewed	37S ribosomal protein MRP4, mitochondrial (Mitochondrial small ribosomal subunit protein uS2m)	MRP4 MRP4A YHL004W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	394
YHL006C	P38751	SHU1_YEAST	reviewed	Suppressor of HU sensitivity involved in recombination protein 1	SHU1 YHL006C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	150
YHL009C	P38749	YAP3_YEAST	reviewed	AP-1-like transcription factor YAP3	YAP3 YHL009C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	330
YHL011C	P38689	KPR3_YEAST	reviewed	Ribose-phosphate pyrophosphokinase 3 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase 3)	PRS3 PRPS3 YHL011C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	320
YHL012W	P38709	UGPA2_YEAST	reviewed	Probable UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase) (UDPGP) (UGPase)	YHL012W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	493
YHL018W	P38744	PHS_YEAST	reviewed	Putative pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Pterin carbinolamine dehydratase) (PCD)	YHL018W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	120
YHL019C	P38700	APM2_YEAST	reviewed	Adaptin medium chain homolog APM2 (Adaptin-mu1-II)	APM2 YHL019C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	605
YHL021C	P23180	AIM17_YEAST	reviewed	Probable oxidoreductase AIM17 (EC 1.14.11.-) (Altered inheritance of mitochondria protein 17, mitochondrial) (Found in mitochondrial proteome protein 12)	AIM17 FMP12 YHL021C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	465
YHL025W	P18888	SNF6_YEAST	reviewed	Transcription regulatory protein SNF6 (SWI/SNF complex component SNF6)	SNF6 YHL025W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	332
YHL027W	P33400	PACC_YEAST	reviewed	pH-response transcription factor pacC/RIM101 (Regulator of IME2 protein 1) (pH-response regulator protein RIM101)	RIM101 RIM1 YHL027W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	625
YHL031C	P38736	GOSR1_YEAST	reviewed	Golgi SNAP receptor complex member 1 (Golgi SNARE protein 1) (Protein transport protein GOS1)	GOS1 YHL031C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	223
YHL033C	P17076	RL8A_YEAST	reviewed	60S ribosomal protein L8-A (L4) (L4-2) (L7a-1) (Large ribosomal subunit protein eL8-A) (Maintenance of killer protein 7) (RP6) (YL5)	RPL8A MAK7 RPL4A YHL033C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	256
YHL039W	P38732	EFM1_YEAST	reviewed	Protein-lysine N-methyltransferase EFM1 (EC 2.1.1.-) (Elongation factor methyltransferase 1)	EFM1 YHL039W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	585
YHL042W	P38729	YHE2_YEAST	reviewed	Putative uncharacterized protein YHL042W	YHL042W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	150
YHL046C	P38725	PAU13_YEAST	reviewed	Seripauperin-13	PAU13 YHL046C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	120
YHR005C	P08539	GPA1_YEAST	reviewed	Guanine nucleotide-binding protein alpha-1 subunit (GP1-alpha)	GPA1 CDC70 DAC1 SCG1 YHR005C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	472
YHR009C	P38758	TDA3_YEAST	reviewed	Putative oxidoreductase TDA3 (EC 1.-.-.-) (Batten disease protein 3) (Topoisomerase I damage affected protein 3)	TDA3 BTN3 YHR009C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	523
YHR014W	P23624	SPO13_YEAST	reviewed	Meiosis-specific protein SPO13 (Sporulation-specific protein 13)	SPO13 YHR014W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	291
YHR016C	P32793	YSC84_YEAST	reviewed	Protein YSC84 (LAS seventeen-binding protein 4) (LAS17-binding protein 4)	YSC84 LSB4 YHR016C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	468
YHR022C	P38763	YHI2_YEAST	reviewed	Uncharacterized protein YHR022C	YHR022C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	256
YHR025W	P17423	KHSE_YEAST	reviewed	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	THR1 YHR025W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	357
YHR026W	P23968	VATO_YEAST	reviewed	V-type proton ATPase subunit c'' (V-ATPase subunit c'') (V-ATPase 22 kDa proteolipid subunit) (Vacuolar proton pump c'' subunit)	VMA16 PPA1 YHR026W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	213
YHR030C	Q00772	SLT2_YEAST	reviewed	Mitogen-activated protein kinase SLT2/MPK1 (MAP kinase MPK1) (EC 2.7.11.24)	SLT2 MPK1 YHR030C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	484
YHR032W	P38767	ERC1_YEAST	reviewed	Ethionine resistance-conferring protein 1	ERC1 YHR032W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	581
YHR033W	P38690	YHJ3_YEAST	reviewed	Uncharacterized protein YHR033W	YHR033W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	423
YHR034C	P38768	PIH1_YEAST	reviewed	Protein interacting with Hsp90 1 (Nucleolar protein 17)	PIH1 NOP17 YHR034C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	344
YHR035W	P38769	NEL1_YEAST	reviewed	GTPase-activating protein NEL1 (Non-ERES-localized SEC23 homolog 1)	NEL1 YHR035W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	630
YHR036W	P38770	BRL1_YEAST	reviewed	Nucleus export protein BRL1 (BRR6-like protein 1)	BRL1 YHR036W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	471
YHR039C	P38694	MSC7_YEAST	reviewed	Putative aldehyde dehydrogenase-like protein YHR039C (EC 1.2.1.-) (Meiotic sister-chromatid recombination protein 7)	MSC7 YHR039C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	644
YHR057C	P23285	CYPB_YEAST	reviewed	Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (Cyclophilin B) (Cyclophilin-related protein) (Rotamase B)	CPR2 CRG CYP2 SCC2 YHR057C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	205
YHR058C	P38782	MED6_YEAST	reviewed	Mediator of RNA polymerase II transcription subunit 6 (Mediator complex subunit 6)	MED6 MTR32 YHR058C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	295
YHR060W	P38784	VMA22_YEAST	reviewed	Vacuolar ATPase assembly protein VMA22	VMA22 YHR060W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	181
YHR066W	P38789	SSF1_YEAST	reviewed	Ribosome biogenesis protein SSF1	SSF1 YHR066W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	453
YHR068W	P38791	DHYS_YEAST	reviewed	Deoxyhypusine synthase (DHS) (EC 2.5.1.46)	DYS1 YHR068W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	387
YHR074W	P38795	NADE_YEAST	reviewed	Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing])	QNS1 YHR074W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	714
YHR076W	P38797	PP2C7_YEAST	reviewed	Protein phosphatase 2C homolog 7, mitochondrial (PP2C-7) (EC 3.1.3.16)	PTC7 YHR076W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	343
YHR084W	P13574	STE12_YEAST	reviewed	Protein STE12	STE12 YHR084W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	688
YHR090C	P38806	YNG2_YEAST	reviewed	Chromatin modification-related protein YNG2 (ESA1-associated factor 4) (ING1 homolog 2)	YNG2 EAF4 NBN1 YHR090C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	282
YHR091C	P38714	SYRM_YEAST	reviewed	Arginine--tRNA ligase, mitochondrial (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	MSR1 YHR091C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	643
YHR096C	P38695	HXT5_YEAST	reviewed	Probable glucose transporter HXT5	HXT5 YHR096C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	592
YHR098C	P38810	SFB3_YEAST	reviewed	SED5-binding protein 3 (Lethal with SEC13 protein 1) (SEC24-related protein 3)	SFB3 LST1 YHR098C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	929
YHR102W	P38692	KIC1_YEAST	reviewed	Serine/threonine-protein kinase KIC1 (EC 2.7.11.1) (Kinase that interacts with CDC31) (N-rich kinase 1)	KIC1 NRK1 YHR102W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1080
YHR105W	P38815	YPT35_YEAST	reviewed	PX domain-containing protein YPT35	YPT35 YHR105W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	214
YHR106W	P38816	TRXB2_YEAST	reviewed	Thioredoxin reductase 2, mitochondrial (EC 1.8.1.9)	TRR2 YHR106W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	342
YHR107C	P32468	CDC12_YEAST	reviewed	Cell division control protein 12 (Septin)	CDC12 CLA10 PSL7 YHR107C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	407
YHR111W	P38820	UBA4_YEAST	reviewed	Adenylyltransferase and sulfurtransferase UBA4 (Needs CLA4 to survive protein 3) (Ubiquitin-like protein activator 4) [Includes: Adenylyltransferase UBA4 (EC 2.7.7.-); Sulfurtransferase UBA4 (EC 2.8.1.-)]	UBA4 NCS3 YHR111W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	440
YHR112C	P38716	YHR2_YEAST	reviewed	Uncharacterized trans-sulfuration enzyme YHR112C	YHR112C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	378
YHR113W	P38821	DNPEP_YEAST	reviewed	Aspartyl aminopeptidase 4 (EC 3.4.11.21)	APE4 YHR113W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	490
YHR114W	P38822	BZZ1_YEAST	reviewed	Protein BZZ1 (LAS17-binding protein 7)	BZZ1 LSB7 YHR114W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	633
YHR115C	P38823	DMA1_YEAST	reviewed	E3 ubiquitin-protein ligase DMA1 (EC 2.3.2.27) (Checkpoint forkhead associated with RING domains-containing protein 1) (Defective in mitotic arrest protein 1) (RING-type E3 ubiquitin transferase DMA1)	DMA1 CHF1 YHR115C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	416
YHR121W	P38828	LSM12_YEAST	reviewed	Protein LSM12 (Sm-like protein 12)	LSM12 YHR121W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	187
YHR122W	P38829	YHS2_YEAST	reviewed	MIP18 family protein YHR122W	YHR122W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	231
YHR123W	P22140	EPT1_YEAST	reviewed	Choline/ethanolaminephosphotransferase 1 (ETHPT) (Ethanolaminephosphotransferase 1) (EC 2.7.8.1) (EC 2.7.8.2) (Aminoalcohol phosphotransferase EPT1)	EPT1 YHR123W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	391
YHR128W	P18562	UPP_YEAST	reviewed	Uracil phosphoribosyltransferase (UPRTase) (EC 2.4.2.9) (UMP pyrophosphorylase)	FUR1 YHR128W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	216
YHR129C	P38696	ARP1_YEAST	reviewed	Centractin (Actin-like protein) (Actin-related protein 1)	ARP1 ACT3 ACT5 YHR129C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	384
YHR130C	P38834	YHT0_YEAST	reviewed	Uncharacterized protein YHR130C	YHR130C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	111
YHR131C	P38835	YHT1_YEAST	reviewed	PH domain-containing protein YHR131C	YHR131C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	850
YHR134W	P38838	WSS1_YEAST	reviewed	DNA-dependent metalloprotease WSS1 (EC 3.4.24.-) (DNA damage response protein WSS1) (SUMO-dependent isopeptidase WSS1) (Weak suppressor of SMT3 protein 1)	WSS1 YHR134W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	269
YHR135C	P23291	KC11_YEAST	reviewed	Casein kinase I homolog 1 (EC 2.7.11.1)	YCK1 CKI2 YHR135C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	538
YHR137W	P38840	ARO9_YEAST	reviewed	Aromatic amino acid aminotransferase 2 (EC 2.6.1.57) (Aromatic amino acid aminotransferase II) (Aromatic amino acid-requiring protein 9) (Kynurenine aminotransferase I) (KAT I) (EC 2.6.1.7)	ARO9 YHR137W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	513
YHR140W	P38842	YHU0_YEAST	reviewed	UPF0641 membrane protein YHR140W	YHR140W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	239
YHR145C	O13537	YH145_YEAST	reviewed	Putative uncharacterized protein YHR145C	YHR145C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	118
YHR156C	P38852	LIN1_YEAST	reviewed	Protein LIN1	LIN1 YHR156C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	340
YHR158C	P38853	KEL1_YEAST	reviewed	Kelch repeat-containing protein 1	KEL1 YHR158C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1164
YHR160C	P38855	PEX18_YEAST	reviewed	Peroxisomal membrane protein PEX18 (Peroxin-18)	PEX18 YHR160C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	283
YHR161C	P38856	AP18A_YEAST	reviewed	Clathrin coat assembly protein AP180A	YAP1801 YHR161C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	637
YHR166C	P16522	CDC23_YEAST	reviewed	Anaphase-promoting complex subunit CDC23 (Cell division control protein 23)	CDC23 YHR166C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	626
YHR167W	O13539	THP2_YEAST	reviewed	THO complex subunit THP2	THP2 YHR167W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	261
YHR169W	P38719	DBP8_YEAST	reviewed	ATP-dependent RNA helicase DBP8 (EC 3.6.4.13) (DEAD box protein 8)	DBP8 YHR169W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	431
YHR170W	P38861	NMD3_YEAST	reviewed	60S ribosomal export protein NMD3 (Nonsense-mediated mRNA decay protein 3)	NMD3 YHR170W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	518
YHR171W	P38862	ATG7_YEAST	reviewed	Ubiquitin-like modifier-activating enzyme ATG7 (ATG12-activating enzyme E1 ATG7) (Autophagy-related protein 7) (Cytoplasm to vacuole targeting protein 2)	ATG7 APG7 CVT2 YHR171W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	630
YHR177W	P38867	YHX7_YEAST	reviewed	Uncharacterized protein YHR177W	YHR177W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	453
YHR180W	P38868	YHY0_YEAST	reviewed	Uncharacterized protein YHR180W	YHR180W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	163
YHR184W	P38871	SSP1_YEAST	reviewed	Sporulation-specific protein 1	SSP1 YHR184W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	571
YHR185C	P38872	ADY1_YEAST	reviewed	Prospore formation at selected spindle poles protein 1 (Accumulates dyads protein 1)	PFS1 ADY1 YHR185C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	237
YHR187W	P38874	ELP5_YEAST	reviewed	Elongator complex protein 5 (Gamma-toxin target 5) (HAT-associated protein 2) (Protein IKI1)	IKI1 ELP5 HAP2 TOT5 YHR187W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	309
YHR193C	P38879	NACA_YEAST	reviewed	Nascent polypeptide-associated complex subunit alpha (NAC-alpha) (Alpha-NAC) (GAL4 DNA-binding enhancer protein 2)	EGD2 YHR193C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	174
YHR197W	P38883	RIX1_YEAST	reviewed	Pre-rRNA-processing protein RIX1 (Involved in processing IST2 protein 2) (Ribosomal export protein 1)	RIX1 IPI2 YHR197W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	763
YHR204W	P38888	MNL1_YEAST	reviewed	ER degradation-enhancing alpha-mannosidase-like protein 1 (EC 3.2.1.24)	MNL1 HTM1 YHR204W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	796
YHR207C	P38890	SET5_YEAST	reviewed	Putative protein lysine methyltransferase SET5 (EC 2.1.1.-) (SET domain-containing protein 5)	SET5 YHR207C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	526
YHR211W	P38894	FLO5_YEAST	reviewed	Flocculation protein FLO5 (Flocculin-5)	FLO5 YHR211W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1075
YHR215W	P38693	PPAC_YEAST	reviewed	Acid phosphatase PHO12 (EC 3.1.3.2)	PHO12 YHR215W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	467
YHR216W	P38697	IMDH2_YEAST	reviewed	Inosine-5'-monophosphate dehydrogenase 2 (IMP dehydrogenase 2) (IMPD 2) (IMPDH 2) (EC 1.1.1.205)	IMD2 PUR5 YHR216W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	523
YIL001W	P40560	YIA1_YEAST	reviewed	Ankyrin repeat-containing protein YIL001W	YIL001W YIA1W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	513
YIL007C	P40555	PSMD9_YEAST	reviewed	Probable 26S proteasome regulatory subunit p27 (Proteasome non-ATPase subunit 2)	NAS2 YIL007C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	220
YIL008W	P40554	URM1_YEAST	reviewed	Ubiquitin-related modifier 1	URM1 YIL008W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	99
YIL011W	P40552	TIR3_YEAST	reviewed	Cell wall protein TIR3 (TIP1-related protein 3)	TIR3 YIB1 YIL011W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	269
YIL013C	P40550	PDR11_YEAST	reviewed	ATP-dependent permease PDR11	PDR11 YIL013C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1411
YIL018W	P0CX46	RL2B_YEAST	reviewed	60S ribosomal protein L2-B (L5) (Large ribosomal subunit protein uL2-B) (RP8) (YL6)	RPL2B RPL5A YIL018W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	254
YIL026C	P40541	SCC3_YEAST	reviewed	Cohesin subunit SCC3 (Irregular cell behavior protein 1)	IRR1 SCC3 YIL026C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1150
YIL033C	P07278	KAPR_YEAST	reviewed	cAMP-dependent protein kinase regulatory subunit (cAPK regulatory subunit) (Bypass of cyclase mutations protein 1) (Protein kinase A regulatory subunit) (PKA regulatory subunit)	BCY1 REG1 SRA1 YIL033C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	416
YIL039W	P40533	TED1_YEAST	reviewed	Protein TED1 (Trafficking of EMP24/ERV25-dependent cargo disrupted protein 1)	TED1 YIL039W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	473
YIL045W	P40187	PIG2_YEAST	reviewed	GSY2-interacting protein PIG2	PIG2 YIL045W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	538
YIL046W	P39014	MET30_YEAST	reviewed	F-box protein MET30 (E3 ubiquitin ligase complex SCF(Met30) subunit MET30) (Methionine-requiring protein 30)	MET30 YIL046W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	640
YIL050W	P40186	PCL7_YEAST	reviewed	PHO85 cyclin-7 (PHO85-associated protein 1)	PCL7 PAP1 YIL050W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	285
YIL051C	P40185	MMF1_YEAST	reviewed	Protein MMF1, mitochondrial (Isoleucine biosynthesis and maintenance of intact mitochondria 1) (Maintenance of mitochondrial function 1)	MMF1 IBM1 YIL051C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	145
YIL053W	P41277	GPP1_YEAST	reviewed	Glycerol-1-phosphate phosphohydrolase 1 (EC 3.1.3.21) ((DL)-glycerol-3-phosphatase 1) (Related to HOR2 protein 2)	GPP1 RHR2 YIL053W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	250
YIL061C	Q00916	RU17_YEAST	reviewed	U1 small nuclear ribonucleoprotein 70 kDa homolog (U1 70K) (U1 snRNP 70 kDa homolog) (U1-70K) (U1 small nuclear ribonucleoprotein SNP1) (U1 snRNP protein SNP1)	SNP1 YIL061C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	300
YIL062C	P40518	ARPC5_YEAST	reviewed	Actin-related protein 2/3 complex subunit 5 (Arp2/3 complex 16 kDa subunit) (p16-ARC)	ARC15 YIL062C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	154
YIL065C	P40515	FIS1_YEAST	reviewed	Mitochondrial fission 1 protein (Mitochondrial division protein 2)	FIS1 MDV2 YIL065C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	155
YIL069C	P0CX32	RS24B_YEAST	reviewed	40S ribosomal protein S24-B (RP50) (Small ribosomal subunit protein eS24-B)	RPS24B RPS24EB YIL069C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	135
YIL074C	P40510	SER33_YEAST	reviewed	D-3-phosphoglycerate dehydrogenase 2 (3-PGDH 2) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399)	SER33 YIL074C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	469
YIL075C	P32565	RPN2_YEAST	reviewed	26S proteasome regulatory subunit RPN2	RPN2 SEN3 YIL075C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	945
YIL079C	P40507	AIR1_YEAST	reviewed	Protein AIR1 (Arginine methyltransferase-interacting RING finger protein 1)	AIR1 YIL079C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	360
YIL082W	Q99219	YI31A_YEAST	reviewed	Transposon Ty3-I Gag polyprotein (Gag3) (Transposon Ty3-2 protein A) (TY3A) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p9 (NC) (p7)]	TY3A-I YILWTy3-1 GAG YIL082W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	290
